underlying_price,underlying_index,timestamp,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,stats.volume,stats.price_change,stats.low,stats.high,greeks.vega,greeks.theta,greeks.rho,greeks.gamma,greeks.delta,settlement_period,settlement_price
48150.08,BTC-19FEB21,1613069007928,0.0,0.148,0.5475,0.34797782,260.0,,0.0,BTC-19FEB21-32500-C,47753.97,5286215808,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,12.8423,-221.02397,5.42219,1e-05,0.89214,week,0.3
45265.47,BTC-12FEB21,1613069007928,200.2,0.0001,0.2,0.00031089,77.74,0.0003,0.0,BTC-12FEB21-48000-C,47753.97,5292297316,[],0.0,0.0,0.0,0.0055,3.0,"[[0.0055, 3.0], [0.011, 0.4]]",155.39,189.6,-93.3333,0.0003,0.021,1.10804,-14.0725,0.01851,5e-05,0.02728,week,0.01
50645.59,BTC-24SEP21,1613069007934,2225.9,0.4975,0.897,0.69718174,100.0,0.6815,0.0,BTC-24SEP21-16000-C,47753.97,5292420287,"[[0.6815, 0.8], [0.67, 2.0], [0.452, 1.0], [0.001, 10.0]]",0.0,0.6815,0.8,0.7035,0.1,"[[0.7035, 0.1], [0.7045, 0.1]]",110.36,,,,,28.0366,-6.24274,84.57804,0.0,0.96864,month,0.69
49654.29,BTC-26MAR21,1613069007929,660.0,0.0001,0.3095,0.10996898,231.09,0.0115,0.0,BTC-26MAR21-32000-P,47753.97,5292400099,"[[0.004, 0.4]]",76.57,0.004,0.4,0.1255,0.2,"[[0.1255, 0.2]]",248.93,,,,,43.01916,-116.80924,-16.24872,1e-05,-0.17072,month,0.02
48856.85,SYN.BTC-5MAR21,1613069008940,0.0,0.0001,0.3915,0.19153182,49.01,,0.0,BTC-5MAR21-58000-P,47755.18,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,18.25819,-20.76006,-31.96065,3e-05,-0.91632,week,
45266.88,BTC-12FEB21,1613069008939,4.5,0.0001,0.2,5e-07,126.93,0.002,0.0,BTC-12FEB21-55000-C,47755.18,5292297337,[],0.0,0.0,0.0,0.001,3.0,"[[0.001, 3.0]]",253.82,,,,,0.00329,-0.02285,3e-05,0.0,5e-05,week,0.0
45266.88,BTC-12FEB21,1613069008940,52.8,0.0001,0.202,0.00207544,67.08,0.036,0.0,BTC-12FEB21-46500-C,47755.18,5292419860,[],0.0,0.0,0.0,0.0245,3.0,"[[0.0245, 3.0]]",231.99,1.3,188.0,0.0125,0.036,4.19743,-93.9487,0.10485,0.0002,0.15484,week,0.0
47755.18,index_price,1613069008939,19.8,0.0001,0.3005,0.10086672,179.53,0.0355,0.0,BTC-26FEB21-44000-P,47755.18,5292053980,"[[0.023, 0.4]]",69.81,0.023,0.4,0.0,0.0,[],0.0,0.8,-2.7397,0.0355,0.0365,35.00853,-215.93282,-8.4277,2e-05,-0.34175,month,0.15
48151.75,BTC-19FEB21,1613069008934,13.5,0.0001,0.229,0.02949058,115.84,0.019,0.0,BTC-19FEB21-44000-P,47755.18,5292430683,"[[0.0165, 0.4]]",87.02,0.0165,0.4,0.0435,3.0,"[[0.0435, 3.0]]",144.69,7.9,-42.4242,0.0185,0.033,22.73955,-174.35987,-2.94612,4e-05,-0.26617,week,0.03
45267.56,BTC-12FEB21,1613069009944,56.4,0.0001,0.294,0.09430238,95.37,0.126,0.0,BTC-12FEB21-41000-C,47755.76,5292426780,"[[0.033, 66.0]]",0.0,0.033,66.0,0.11,3.0,"[[0.11, 3.0]]",332.41,0.2,0.0,0.126,0.126,0.19131,-9.12235,0.61919,1e-05,0.99637,week,0.08
49656.92,BTC-26MAR21,1613069009943,643.0,0.0001,0.209,0.00909981,231.11,0.017,0.0,BTC-26MAR21-14000-P,47755.76,5292400127,[],0.0,0.0,0.0,0.013,4.2,"[[0.013, 4.2]]",250.34,,,,,9.17237,-24.9074,-1.84693,0.0,-0.0228,month,0.0
48858.03,SYN.BTC-5MAR21,1613069009941,0.0,0.0001,0.2295,0.02970351,49.01,,0.0,BTC-5MAR21-51000-C,47755.76,5292057798,[],0.0,0.0,0.0,0.0765,0.3,"[[0.0765, 0.3]]",98.0,,,,,45.27052,-51.4652,10.15802,7e-05,0.3818,week,
49656.92,BTC-26MAR21,1613069009941,100.0,0.1175,0.517,0.31733251,217.64,0.3298,0.0,BTC-26MAR21-46000-C,47755.76,5291876402,"[[0.016, 66.0]]",0.0,0.016,66.0,0.56,1.0,"[[0.56, 1.0]]",435.27,100.0,0.0,0.3298,0.3298,60.43946,-154.55777,21.13584,1e-05,0.68243,month,0.1
47755.76,index_price,1613069009946,201.5,0.0001,0.2315,0.03171966,63.67,0.054,0.0,BTC-26FEB21-50000-C,47755.76,5292212903,"[[0.018, 990.3]]",45.19,0.018,990.3,0.046,1.0,"[[0.046, 1.0], [0.0665, 0.4]]",82.14,42.1,0.0,0.054,0.054,36.39457,-79.61316,6.68864,6e-05,0.38299,month,0.05
48156.77,BTC-19FEB21,1613069010956,28.4,0.0001,0.2095,0.00986866,52.19,0.0335,0.0,BTC-19FEB21-51000-C,47759.59,5292425390,[],0.0,0.0,0.0,0.0365,0.4,"[[0.0365, 0.4], [0.0695, 3.0]]",104.33,27.8,67.5,0.0155,0.0358,21.22717,-73.3375,2.23121,8e-05,0.23377,week,0.02
49947.84,BTC-25JUN21,1613069010949,217.6,0.1275,0.527,0.32734681,100.0,0.2075,0.0,BTC-25JUN21-40000-C,47759.59,5292431185,"[[0.2, 0.1], [0.098, 1.0], [0.0005, 100.0]]",18.33,0.2,0.1,0.0,0.0,[],0.0,,,,,96.32558,-36.06255,76.95639,1e-05,0.74845,month,0.17
48858.54,SYN.BTC-5MAR21,1613069010955,0.0,0.0001,0.3045,0.10489138,100.0,,0.0,BTC-5MAR21-48000-C,47759.59,5291316894,"[[0.005, 99.0]]",0.0,0.005,99.0,0.0,0.0,[],0.0,,,,,46.47846,-107.82128,13.62341,3e-05,0.57709,week,
49657.21,BTC-26MAR21,1613069010949,1902.0,0.427,0.8265,0.62663031,231.11,0.534,0.0,BTC-26MAR21-20000-C,47759.59,5292426398,"[[0.5425, 1.5], [0.534, 1.5], [0.4175, 0.4], [0.11, 0.1]]",0.0,0.5425,1.5,0.6,0.5,"[[0.6, 0.5], [0.6155, 0.2], [0.655, 1.5], [0.657, 1.5]]",136.2,1.0,-11.0,0.534,0.6,20.44292,-55.51437,18.08772,0.0,0.93907,month,0.57
50647.72,BTC-24SEP21,1613069010954,23.6,0.6725,1.072,0.87212394,161.51,0.8855,0.0,BTC-24SEP21-7000-C,47759.59,5292398627,"[[0.45, 1.4]]",0.0,0.45,1.4,0.0,0.0,[],0.0,,,,,14.23009,-5.11749,35.46388,0.0,0.98594,month,0.86
48156.64,BTC-19FEB21,1613069011961,15.0,0.0001,0.2025,0.00254883,53.97,0.019,0.0,BTC-19FEB21-54000-C,47759.99,5292424954,[],0.0,0.0,0.0,0.022,0.4,"[[0.022, 0.4], [0.072, 3.0]]",107.95,12.1,111.1111,0.009,0.0195,9.85182,-35.2006,0.72656,4e-05,0.07546,week,0.02
45271.46,BTC-12FEB21,1613069011963,75.0,0.0001,0.2005,0.00089903,66.99,0.0185,0.0,BTC-12FEB21-47000-C,47759.99,5292408121,[],0.0,0.0,0.0,0.0205,3.0,"[[0.0205, 3.0]]",230.51,29.2,117.6471,0.007,0.0185,2.54902,-40.70036,0.0523,0.00012,0.07718,week,0.01
45271.66,BTC-12FEB21,1613069011960,17.2,0.0001,0.2,4.283e-05,77.58,0.0055,0.0,BTC-12FEB21-49000-C,47759.99,5292408126,[],0.0,0.0,0.0,0.0025,3.0,"[[0.0025, 3.0], [0.0045, 0.4]]",150.74,23.2,57.1429,0.0035,0.0115,0.23559,-1.93903,0.00311,1e-05,0.00458,week,0.0
50651.35,BTC-24SEP21,1613069011959,199.1,0.3735,0.773,0.57307076,100.0,0.5,0.0,BTC-24SEP21-24000-C,47759.99,5283104061,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,64.1972,-14.29446,105.17032,0.0,0.9106,month,0.56
48156.64,BTC-19FEB21,1613069011959,897.3,0.0001,0.3155,0.11578428,115.87,0.1865,0.0,BTC-19FEB21-44000-C,47759.99,5292431010,[],0.0,0.0,0.0,0.186,3.0,"[[0.186, 3.0]]",253.96,1089.0,27.7397,0.14,0.1865,22.73392,-174.38789,6.16031,4e-05,0.73399,week,0.05
45683.55,SYN.BTC-13FEB21,1613069012971,1.2,0.0001,0.224,0.02434125,79.25,0.0115,0.0,BTC-13FEB21-46000-P,47759.58,5292428112,"[[0.0105, 0.4]]",24.72,0.0105,0.4,0.0385,3.0,"[[0.0385, 3.0]]",133.81,1.6,-58.1818,0.0105,0.0275,11.81843,-301.60964,-1.10237,0.00017,-0.54288,day,
49945.01,BTC-25JUN21,1613069012968,162.2,0.0001,0.263,0.06337196,100.0,0.0185,0.0,BTC-25JUN21-32000-P,47759.58,5292431354,"[[0.0155, 0.1]]",60.27,0.0155,0.1,0.0635,0.2,"[[0.0635, 0.2]]",100.09,60.0,-17.7778,0.0053,0.0225,70.29564,-26.31755,-38.91005,1e-05,-0.14954,month,0.07
47759.58,index_price,1613069012964,244.3,0.2755,0.675,0.47510201,250.0,0.4785,0.0,BTC-26FEB21-26000-C,47759.58,5292425853,"[[0.3785, 1.1], [0.377, 1.1], [0.063, 3.0]]",0.0,0.3785,1.1,0.4755,2.2,"[[0.4755, 2.2]]",251.48,0.2,6.689,0.4485,0.4785,12.95716,-111.29457,8.64154,1e-05,0.92891,month,0.45
49945.01,BTC-25JUN21,1613069012967,100.0,0.0001,0.238,0.03823605,61.63,0.1076,0.0,BTC-25JUN21-72000-C,47759.58,5292057240,[],0.0,0.0,0.0,0.1735,0.1,"[[0.1735, 0.1]]",123.26,100.0,0.0,0.1076,0.1076,87.88863,-20.27793,32.00925,2e-05,0.21339,month,0.11
45683.55,SYN.BTC-13FEB21,1613069012965,0.0,0.0001,0.2,4.94e-06,101.7,,0.0,BTC-13FEB21-57500-C,47759.58,5292297574,[],0.0,0.0,0.0,0.0025,0.5,"[[0.0025, 0.5], [0.013, 3.0]]",203.4,,,,,0.03259,-0.22554,0.00057,0.0,0.0003,day,
48155.24,BTC-19FEB21,1613069013969,41.8,0.0001,0.299,0.09949471,110.46,0.059,0.0,BTC-19FEB21-45000-C,47759.63,5292431196,[],0.0,0.0,0.0,0.169,3.0,"[[0.169, 3.0]]",242.16,11.6,-5.6,0.059,0.0625,24.31517,-177.80726,5.91959,5e-05,0.69355,week,0.04
49943.8,BTC-25JUN21,1613069013973,303.3,0.2795,0.679,0.47917881,100.0,0.679,0.0,BTC-25JUN21-28000-C,47759.63,5292400068,"[[0.1715, 4.7], [0.122, 0.1], [0.12, 7.9], [0.117, 1.4]]",0.0,0.1715,4.7,0.5825,0.2,"[[0.5825, 0.2]]",180.68,1.0,16.767,0.5815,0.679,54.55108,-20.42304,76.17475,1e-05,0.89601,month,0.46
48861.48,SYN.BTC-5MAR21,1613069013978,0.0,0.0001,0.218,0.01821235,48.98,,0.0,BTC-5MAR21-53000-C,47759.63,5292056564,[],0.0,0.0,0.0,0.0605,0.3,"[[0.0605, 0.3]]",96.29,,,,,38.99952,-44.31797,7.16286,6e-05,0.26647,week,
45270.75,BTC-12FEB21,1613069013975,13.1,0.0001,0.2,0.00012131,77.64,0.0075,0.0,BTC-12FEB21-48500-C,47759.63,5292392458,[],0.0,0.0,0.0,0.0035,3.0,"[[0.0035, 3.0], [0.007, 0.4]]",149.66,20.5,36.3636,0.004,0.016,0.5403,-5.4918,0.00797,2e-05,0.01175,week,0.0
49943.8,BTC-25JUN21,1613069013970,199.9,0.088,0.4875,0.28779165,100.0,0.609,0.0,BTC-25JUN21-44000-C,47759.63,5292430856,"[[0.1265, 0.1], [0.0005, 100.0]]",19.11,0.1265,0.1,0.0,0.0,[],0.0,,,,,105.72207,-39.58063,74.53456,1e-05,0.69565,month,0.1
48861.48,SYN.BTC-5MAR21,1613069013976,0.0,0.0475,0.447,0.24738703,100.0,,0.0,BTC-5MAR21-37500-C,47759.63,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,22.76387,-52.8096,18.45366,2e-05,0.88697,week,
45270.61,BTC-12FEB21,1613069014976,3.5,0.0001,0.2,7.45e-06,251.21,0.0005,0.0,BTC-12FEB21-32500-P,47760.0,5292343333,[],0.0,0.0,0.0,0.0015,3.0,"[[0.0015, 3.0]]",442.09,,,,,0.019,-0.33733,-0.00021,0.0,-0.00029,week,0.0
48155.22,BTC-19FEB21,1613069014983,14.5,0.0001,0.2035,0.00392576,52.79,0.023,0.0,BTC-19FEB21-53000-C,47760.0,5292431198,[],0.0,0.0,0.0,0.0255,0.4,"[[0.0255, 0.4], [0.0695, 3.0]]",105.58,10.7,119.0476,0.0105,0.0235,13.06004,-45.64322,1.06105,5e-05,0.11041,week,0.02
47760.0,index_price,1613069014979,79.2,0.0001,0.262,0.06233615,200.29,0.0645,0.0,BTC-26FEB21-38000-P,47760.0,5292057450,"[[0.0055, 0.5], [0.001, 1.0]]",82.42,0.0055,0.5,0.0,0.0,[],0.0,30.0,0.0,0.0645,0.0645,28.25069,-194.40742,-5.37978,2e-05,-0.22018,month,0.11
47760.0,index_price,1613069014976,567.2,0.0001,0.2785,0.07897529,75.18,0.0498,0.0,BTC-26FEB21-46000-C,47760.0,5291722046,"[[0.05, 1.0], [0.01, 98.0]]",35.53,0.05,1.0,0.0,0.0,[],0.0,12.5,0.0,0.0498,0.0498,36.08611,-93.21247,10.44458,5e-05,0.62748,month,0.05
47757.84,index_price,1613069015986,471.4,0.348,0.7475,0.54795928,250.0,0.323,0.0,BTC-26FEB21-22000-C,47757.84,5290628069,"[[0.0075, 2.1]]",0.0,0.0075,2.1,0.0,0.0,[],0.0,0.2,0.0,0.323,0.323,7.49752,-64.39937,7.92713,0.0,0.96425,month,0.52
48152.63,BTC-19FEB21,1613069015990,20.8,0.0001,0.222,0.02224013,52.19,0.049,0.0,BTC-19FEB21-49000-C,47757.84,5292429052,[],0.0,0.0,0.0,0.052,0.4,"[[0.052, 0.4], [0.078, 3.0]]",104.42,10.8,75.0,0.023,0.049,27.11403,-93.67636,3.99101,0.00011,0.42276,week,0.03
50648.88,BTC-24SEP21,1613069015991,2.2,0.395,0.7945,0.59494808,250.0,0.769,0.0,BTC-24SEP21-80000-C,47757.84,5282653211,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,119.87131,-66.72782,55.34867,0.0,0.77257,month,0.59
47757.84,index_price,1613069015992,4.8,0.0001,0.273,0.07304363,179.51,0.03,0.0,BTC-26FEB21-41000-P,47757.84,5292034788,"[[0.012, 0.5]]",76.95,0.012,0.5,0.0,0.0,[],0.0,,,,,31.68337,-195.40385,-6.58238,2e-05,-0.27263,month,0.11
50651.04,BTC-24SEP21,1613069015983,34.3,0.532,0.9315,0.73184199,100.0,0.741,0.0,BTC-24SEP21-14000-C,47757.84,5292420358,"[[0.158, 1.0], [0.108, 1.0]]",0.0,0.158,1.0,0.738,0.2,"[[0.738, 0.2]]",113.33,,,,,20.12535,-4.48121,76.98708,0.0,0.9789,month,0.72
45268.66,BTC-12FEB21,1613069015985,10.2,0.0001,0.2045,0.00472593,73.09,0.0005,0.0,BTC-12FEB21-44500-P,47757.84,5292305968,[],0.0,0.0,0.0,0.015,3.0,"[[0.015, 3.0]]",146.04,7.3,-97.9167,0.0005,0.029,5.81229,-212.40064,-0.18756,0.00026,-0.26883,week,0.01
45268.65,BTC-12FEB21,1613069016991,4.0,0.0001,0.2,7.92e-06,119.59,0.0005,0.0,BTC-12FEB21-39000-P,47760.3,5292297773,[],0.0,0.0,0.0,0.002,3.0,"[[0.002, 3.0]]",239.18,2.0,-66.6667,0.0005,0.0015,0.03864,-0.35855,-0.00044,0.0,-0.00063,week,0.0
49656.78,BTC-26MAR21,1613069016990,665.5,0.0001,0.2015,0.00170747,231.14,0.002,0.0,BTC-26MAR21-9000-P,47760.3,5292400051,[],0.0,0.0,0.0,0.003,11.4,"[[0.003, 11.4]]",251.84,,,,,2.56184,-6.95767,-0.40296,0.0,-0.00525,month,0.0
45271.11,BTC-12FEB21,1613069016996,35.4,0.0001,0.2,2.78e-06,128.82,0.0005,0.0,BTC-12FEB21-38000-P,47760.3,5292314459,[],0.0,0.0,0.0,0.0015,3.0,"[[0.0015, 3.0], [0.0665, 0.1]]",257.7,5.8,-50.0,0.0005,0.001,0.01445,-0.12574,-0.00015,0.0,-0.00022,week,0.0
47760.3,index_price,1613069016995,0.0,0.0001,0.2855,0.08599412,53.42,,0.0,BTC-26FEB21-51000-P,47760.3,5291589062,"[[0.006, 66.0]]",0.0,0.006,66.0,0.0,0.0,[],0.0,,,,,32.48864,-59.62975,-15.21249,7e-05,-0.71292,month,0.19
48152.36,BTC-19FEB21,1613069016994,1.2,0.0001,0.2395,0.0397999,52.21,0.051,0.0,BTC-19FEB21-49000-P,47760.3,5292430816,"[[0.054, 0.4]]",77.16,0.054,0.4,0.1215,3.0,"[[0.1215, 3.0]]",194.93,1.2,-1.9231,0.051,0.052,27.11404,-93.71276,-6.14833,0.00011,-0.57723,week,0.12
48861.45,SYN.BTC-5MAR21,1613069018004,0.0,0.0001,0.3495,0.14998066,100.0,,0.0,BTC-5MAR21-44000-C,47760.32,5291381488,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,40.65656,-94.3186,16.15092,3e-05,0.70979,week,
45270.94,BTC-12FEB21,1613069017998,154.8,0.0001,0.3725,0.17252956,251.16,0.1885,0.0,BTC-12FEB21-37500-C,47760.32,5292429530,[],0.0,0.0,0.0,0.185,3.0,"[[0.185, 3.0]]",473.33,0.2,0.0,0.1885,0.1885,0.99836,-125.37311,0.55077,1e-05,0.9759,week,0.16
49658.86,BTC-26MAR21,1613069018004,1486.5,0.0001,0.2,3.992e-05,231.12,0.0005,0.0,BTC-26MAR21-4000-P,47760.32,5292400107,[],0.0,0.0,0.0,0.0005,5.6,"[[0.0005, 5.6], [1.0, 50.0]]",294.02,,,,,0.10889,-0.2957,-0.01201,0.0,-0.00017,month,0.0
49658.84,BTC-26MAR21,1613069018000,0.0,0.0001,0.346,0.14640813,87.4,,0.0,BTC-26MAR21-52000-P,47760.32,5292431328,"[[0.093, 0.4], [0.058, 0.1]]",47.97,0.093,0.4,0.2,0.1,"[[0.2, 0.1]]",126.82,,,,,67.6423,-69.46585,-37.54247,3e-05,-0.50206,month,0.17
47760.32,index_price,1613069018002,0.0,0.266,0.6655,0.4656772,59.48,,0.0,BTC-26FEB21-70000-P,47760.32,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,0.25841,-0.52805,-27.89487,0.0,-0.99921,month,0.57
47760.32,index_price,1613069018000,8.0,0.0001,0.2,8.789e-05,54.58,0.0105,0.0,BTC-26FEB21-65000-C,47760.32,5292043093,[],0.0,0.0,0.0,0.009,0.5,"[[0.009, 0.5]]",109.15,0.5,0.0,0.0105,0.0105,0.81239,-1.52329,0.0511,0.0,0.00277,month,0.01
51330.96,SYN.BTC-31DEC21,1613069019004,25.0,0.532,0.9315,0.73197626,174.64,0.58,0.0,BTC-31DEC21-24000-C,47759.79,5292430289,"[[0.3045, 0.1], [0.304, 1.0], [0.181, 2.0]]",0.0,0.3045,0.1,0.0,0.0,[],0.0,,,,,84.42702,-22.85541,76.40734,0.0,0.90042,month,0.67
45682.83,SYN.BTC-13FEB21,1613069019011,3.2,0.0001,0.2005,0.00081971,78.19,0.015,0.0,BTC-13FEB21-50000-C,47759.79,5292408158,[],0.0,0.0,0.0,0.011,3.0,"[[0.011, 3.0], [0.013, 0.4]]",156.38,3.3,76.4706,0.0085,0.015,2.59259,-37.44655,0.07708,4e-05,0.04048,day,
45682.83,SYN.BTC-13FEB21,1613069019012,0.0,0.0001,0.2485,0.04888615,103.75,,0.0,BTC-13FEB21-44000-C,47759.79,5292420630,"[[0.0065, 99.0]]",0.0,0.0065,99.0,0.086,3.0,"[[0.086, 3.0]]",258.55,,,,,9.99689,-333.95947,1.30797,0.00011,0.7219,day,
48861.22,SYN.BTC-5MAR21,1613069019009,0.0,0.0001,0.243,0.04313095,100.0,,0.0,BTC-5MAR21-43000-P,47759.79,5292042926,"[[0.021, 0.4]]",70.23,0.021,0.4,0.0,0.0,[],0.0,,,,,38.41301,-89.11383,-8.70842,3e-05,-0.2587,week,
49937.88,BTC-25JUN21,1613069019009,0.0,0.0001,0.3475,0.14791291,100.0,,0.0,BTC-25JUN21-42000-P,47759.79,5292056560,"[[0.04, 0.1]]",45.28,0.04,0.1,0.0,0.0,[],0.0,,,,,101.34024,-37.94015,-77.83574,1e-05,-0.27805,month,0.01
48860.67,SYN.BTC-5MAR21,1613069020017,0.0,0.0001,0.295,0.0954285,100.0,,0.0,BTC-5MAR21-49000-C,47758.28,5291581444,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,47.08229,-109.22558,12.93374,3e-05,0.54371,week,
48860.67,SYN.BTC-5MAR21,1613069020019,0.0,0.0001,0.2075,0.00797614,48.99,,0.0,BTC-5MAR21-56000-C,47758.28,5292056575,[],0.0,0.0,0.0,0.043,0.4,"[[0.043, 0.4]]",95.96,,,,,26.26086,-29.84451,3.77192,4e-05,0.13871,week,
49658.33,BTC-26MAR21,1613069020016,0.0,0.044,0.4435,0.24366665,217.63,,0.0,BTC-26MAR21-46000-P,47758.28,5292054987,"[[0.046, 0.4]]",59.06,0.046,0.4,0.0,0.0,[],0.0,,,,,60.43986,-154.55727,-32.49154,1e-05,-0.31756,month,0.09
49655.44,BTC-26MAR21,1613069021023,20962.1,0.459,0.8585,0.65865038,231.13,0.597,0.0,BTC-26MAR21-18000-C,47757.15,5292413485,"[[0.1815, 399.0], [0.1275, 5.0], [0.02, 3.2]]",0.0,0.1815,399.0,0.6315,0.1,"[[0.6315, 0.1], [0.633, 1.0], [0.666, 0.1], [0.669, 0.1], [0.9455, 1.6], [0.947, 1.6], [1.0, 0.1]]",0.0,,,,,16.48239,-44.76279,17.07331,0.0,0.95356,month,0.61
45268.64,BTC-12FEB21,1613069021019,33.1,0.0001,0.327,0.12746967,111.33,0.1575,0.0,BTC-12FEB21-39500-C,47757.15,5292431327,"[[0.028, 20.0], [0.022, 4.4]]",0.0,0.028,20.0,0.1415,3.0,"[[0.1415, 3.0]]",388.0,0.5,12.5,0.14,0.1575,0.04649,-2.58783,0.59768,0.0,0.99923,week,0.12
47757.15,index_price,1613069021026,139.1,0.0001,0.213,0.01330984,250.0,0.0035,0.0,BTC-26FEB21-24000-P,47757.15,5291535243,[],0.0,0.0,0.0,0.042,1.0,"[[0.042, 1.0]]",353.34,,,,,10.1104,-86.84255,-1.23912,0.0,-0.05176,month,0.02
49654.98,BTC-26MAR21,1613069022032,4186.2,0.266,0.6655,0.46553086,231.1,0.3785,0.0,BTC-26MAR21-32000-C,47756.85,5292425871,"[[0.025, 99.0], [0.001, 0.1]]",0.0,0.025,99.0,0.3825,0.2,"[[0.3825, 0.2], [0.69, 200.6], [1.0, 1.0]]",125.56,2.7,-0.1319,0.339,0.379,43.01902,-116.81767,21.05764,1e-05,0.82928,month,0.33
50647.72,BTC-24SEP21,1613069022027,22.6,0.0001,0.272,0.07246611,100.0,0.0407,0.0,BTC-24SEP21-28000-P,47756.85,5292013914,"[[0.0145, 0.1]]",57.44,0.0145,0.1,0.0,0.0,[],0.0,,,,,82.01528,-18.26192,-61.69135,1e-05,-0.12552,month,0.08
49654.85,BTC-26MAR21,1613069023032,771.3,0.5455,0.945,0.74518783,231.1,0.7115,0.0,BTC-26MAR21-13000-C,47756.95,5292400118,"[[0.439, 4.0], [0.2, 5.0], [0.0005, 50000.0]]",0.0,0.439,4.0,0.8785,2.5,"[[0.8785, 2.5], [0.882, 2.5], [0.888, 2.0], [0.894, 2.0]]",500.0,0.1,0.0,0.7115,0.7115,7.56881,-20.5529,13.69861,0.0,0.98182,month,0.72
45679.22,SYN.BTC-13FEB21,1613069024047,2.2,0.0001,0.2,0.00041984,82.37,0.0085,0.0,BTC-13FEB21-51000-C,47756.09,5292428147,[],0.0,0.0,0.0,0.009,3.4,"[[0.009, 3.4]]",164.73,2.2,0.0,0.008,0.0085,1.5325,-19.1778,0.04093,2e-05,0.02148,day,
47756.09,index_price,1613069024042,8.0,0.0001,0.2,2.476e-05,59.48,0.021,0.0,BTC-26FEB21-70000-C,47756.09,5292056547,[],0.0,0.0,0.0,0.0065,0.5,"[[0.0065, 0.5]]",118.97,,,,,0.25815,-0.52759,0.01455,0.0,0.00079,month,0.0
50649.64,BTC-24SEP21,1613069025054,25.0,0.4325,0.832,0.63221959,100.0,0.51,0.0,BTC-24SEP21-20000-C,47758.83,5286215939,[],0.0,0.0,0.0,0.0,0.0,[],0.0,,,,,45.71679,-10.17952,96.70687,0.0,0.94258,month,0.62
48148.96,BTC-19FEB21,1613069025046,31.4,0.0001,0.253,0.05324502,104.93,0.0555,0.0,BTC-19FEB21-47500-P,47758.83,5292430809,"[[0.039, 0.4], [0.006, 99.0]]",79.73,0.039,0.4,0.0675,3.0,"[[0.0675, 3.0]]",130.09,27.0,29.0698,0.0375,0.0555,27.2562,-189.32796,-4.85787,5e-05,-0.43433,week,0.09
48148.96,BTC-19FEB21,1613069025046,2.8,0.0001,0.2755,0.07556053,134.78,0.0415,0.0,BTC-19FEB21-48000-P,47758.83,5292429039,"[[0.0435, 0.4]]",78.63,0.0435,0.4,0.1075,3.0,"[[0.1075, 3.0]]",190.9,2.9,-24.5455,0.0415,0.055,27.45585,-244.97929,-5.28666,4e-05,-0.45505,week,0.1
48148.96,BTC-19FEB21,1613069025048,102.4,0.0001,0.38,0.18000581,143.31,0.052,0.0,BTC-19FEB21-40500-C,47758.83,5292430826,[],0.0,0.0,0.0,0.264,3.0,"[[0.264, 3.0]]",331.58,,,,,17.72629,-168.17809,6.44593,3e-05,0.82696,week,0.11
47758.83,index_price,1613069025046,259.6,0.0001,0.291,0.09146078,75.2,0.0745,0.0,BTC-26FEB21-45000-C,47758.83,5292424677,"[[0.059, 0.1], [0.022, 99.0]]",20.28,0.059,0.1,0.0,0.0,[],0.0,,,,,34.04446,-87.95823,11.23101,5e-05,0.6813,month,0.08
47758.13,index_price,1613069026053,168.1,0.0001,0.206,0.00636224,51.89,0.036,0.0,BTC-26FEB21-54000-C,47758.13,5292055192,[],0.0,0.0,0.0,0.0375,0.4,"[[0.0375, 0.4]]",103.78,,,,,20.00605,-35.66611,2.32473,4e-05,0.12845,month,0.03
49932.4,BTC-25JUN21,1613069026058,281.6,0.4105,0.81,0.61001425,100.0,0.6125,0.0,BTC-25JUN21-20000-C,47758.13,5292400087,"[[0.0405, 0.1], [0.04, 4.0], [0.034, 10.0]]",0.0,0.0405,0.1,0.7385,0.2,"[[0.7385, 0.2]]",251.52,,,,,23.208,-8.6887,64.90163,0.0,0.96524,month,0.6
45269.45,BTC-12FEB21,1613069026054,31.7,0.0001,0.2,4.194e-05,95.44,0.0055,0.0,BTC-12FEB21-41000-P,47758.13,5292321399,[],0.0,0.0,0.0,0.003,3.0,"[[0.003, 3.0]]",190.98,,,,,0.19088,-1.89854,-0.00251,1e-05,-0.00362,week,0.0
48859.68,SYN.BTC-5MAR21,1613069026053,0.0,0.0001,0.202,0.00230693,49.17,,0.0,BTC-5MAR21-60000-C,47758.13,5292057448,[],0.0,0.0,0.0,0.0285,0.4,"[[0.0285, 0.4]]",98.33,,,,,11.96018,-13.64406,1.334,2e-05,0.04855,week,
